,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Earnings From Equity Interest Net Of Tax,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Gain On Sale Of Business,Restructuring And Mergern Acquisition,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,General And Administrative Expense,Other Gand A,Salaries And Wages,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,ticker,Write Off,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Otherunder Preferred Stock Dividend,Other Special Charges,Other Operating Expenses,Average Dilution Earnings,Selling And Marketing Expense,Gain On Sale Of Ppe,Impairment Of Capital Assets,Provision For Doubtful Accounts,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Policyholder Benefits Gross,Policyholder Benefits Ceded,Earnings From Equity Interest,Total Other Finance Cost,Depreciation Income Statement,Preferred Stock Dividends,Other Taxes,Excise Taxes,Professional Expense And Contract Services Expense,Other Non Interest Expense,Rent Expense Supplemental,Rent And Landing Fees,Occupancy And Equipment,Insurance And Claims,Net Income From Tax Loss Carryforward,Net Income Extraordinary,Securities Amortization,Depletion Income Statement
2024-09-30,0.0,0.195,3548000000.0,,,1472000000.0,1094000000.0,16055000000.0,3548000000.0,2454000000.0,-503000000.0,548000000.0,45000000.0,1472000000.0,1472000000.0,18061000000.0,2028000000.0,1346200000.0,1333200000.0,1.09,1.1,1472000000.0,1472000000.0,1472000000.0,-63000000.0,1535000000.0,,1535000000.0,,371000000.0,1906000000.0,381000000.0,381000000.0,,,,,-503000000.0,548000000.0,45000000.0,2028000000.0,2006000000.0,751000000.0,1389000000.0,,,,4034000000.0,16055000000.0,20089000000.0,20089000000.0,RTX,,,,,,,,-134000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.21,1988000000.0,,,111000000.0,1072000000.0,16141000000.0,1988000000.0,916000000.0,-469000000.0,488000000.0,19000000.0,111000000.0,111000000.0,19192000000.0,529000000.0,1342100000.0,1331800000.0,0.08,0.08,111000000.0,111000000.0,111000000.0,-64000000.0,175000000.0,,175000000.0,,253000000.0,428000000.0,368000000.0,368000000.0,,,,,-469000000.0,488000000.0,19000000.0,529000000.0,3051000000.0,706000000.0,1449000000.0,1075000000.0,1449000000.0,-374000000.0,3580000000.0,16141000000.0,19721000000.0,19721000000.0,RTX,,,,,,,,896000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008000000.0,1394000000.0,-386000000.0,,,,,RTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,RTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,-11492678.324876,0.107878,1254486000.0,-106534000.0,-106534000.0,196919000.0,647849000.0,107422000.0,1147952000.0,500103000.0,-214410000.0,277027000.0,71287000.0,291960321.675124,196919000.0,805709000.0,,906398000.0,902966000.0,0.22,0.22,196919000.0,196919000.0,196919000.0,-2092000.0,199011000.0,,199011000.0,,24065000.0,223076000.0,-95896000.0,7369000.0,-142585000.0,,331000.0,36051000.0,-214410000.0,277027000.0,71287000.0,533382000.0,698287000.0,,49329000.0,49329000.0,49329000.0,,1231669000.0,107422000.0,1339091000.0,1338188000.0,O,,647849000.0,647849000.0,,,,,,,,,142254000.0,1109000.0,,,,,3269000.0,8670000.0,,,,,,,,,,,,,,
2025-03-31,-5566661.102355,0.058614,1234056000.0,-94971000.0,-94971000.0,249815000.0,608935000.0,106681000.0,1139085000.0,530150000.0,-270279000.0,263031000.0,,339219338.897645,249815000.0,759660000.0,,895033000.0,891666000.0,0.28,0.28,249815000.0,249815000.0,249815000.0,-1647000.0,251462000.0,,251462000.0,,15657000.0,267119000.0,-83447000.0,7167000.0,-116868000.0,,279000.0,21897000.0,-270279000.0,263031000.0,,620845000.0,652979000.0,,44044000.0,44044000.0,44044000.0,,1273824000.0,106681000.0,1380505000.0,1313057000.0,O,116589000.0,608935000.0,608935000.0,,,,,,,,,,,,,,,4357000.0,7248000.0,,,,,,,,,,,,,,
2024-12-31,-9590868.513267,0.090774,1196347000.0,-105657000.0,-105657000.0,199612000.0,606671000.0,96309000.0,1090690000.0,484019000.0,-270762000.0,262567000.0,-592000.0,295678131.486733,199612000.0,752094000.0,,879649000.0,875710000.0,0.23,0.23,199612000.0,199612000.0,199612000.0,-1738000.0,201350000.0,,201350000.0,,20102000.0,221452000.0,-95991000.0,7313000.0,-133790000.0,,-9176000.0,28133000.0,-270762000.0,262567000.0,-592000.0,588205000.0,655785000.0,,49114000.0,49114000.0,49114000.0,,1243990000.0,96309000.0,1340299000.0,1279698000.0,O,142966000.0,606671000.0,606671000.0,,,0.0,,,,,,,,,,,,2353000.0,7603000.0,,0.0,,,,,,,,,,,,
2024-09-30,-2983912.276293,0.053599,1199359000.0,-55671000.0,-55671000.0,269485000.0,602339000.0,92154000.0,1143688000.0,541349000.0,-262229000.0,254870000.0,,322172087.723707,269485000.0,736362000.0,,873974000.0,870665000.0,0.3,0.3,261781000.0,261781000.0,269485000.0,-1639000.0,271124000.0,,271124000.0,,15355000.0,286479000.0,-45845000.0,4739000.0,-105530000.0,,8610000.0,49859000.0,-262229000.0,254870000.0,,594553000.0,644208000.0,,41869000.0,41869000.0,41869000.0,,1238761000.0,92154000.0,1330915000.0,1271153000.0,O,96920000.0,602339000.0,602339000.0,,,5116000.0,,,,,,,,,,,,5087000.0,7359000.0,,2588000.0,,,,,,,,,,,,
2024-06-30,-3534025.487148,0.056549,1186188000.0,-62495000.0,-62495000.0,259391000.0,605570000.0,99851000.0,1123693000.0,518123000.0,-194800000.0,241513000.0,53930000.0,318351974.512852,259391000.0,759745000.0,,872520000.0,870319000.0,0.29,0.3,256804000.0,256804000.0,259391000.0,-1577000.0,260968000.0,,260968000.0,,15642000.0,276610000.0,-54358000.0,6108000.0,-89958000.0,,2754000.0,27463000.0,-194800000.0,241513000.0,53930000.0,525768000.0,659894000.0,,45070000.0,45070000.0,45070000.0,,1185662000.0,99851000.0,1285513000.0,1284728000.0,O,96458000.0,605570000.0,605570000.0,,,,,,,,,87204000.0,9254000.0,,,,,2029000.0,7217000.0,,2587000.0,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,4272000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4272000.0,,,,,,,,,,,,O,89489000.0,,,,,,,,,,,,,,,,,,,,2588000.0,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,18216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18216000.0,,,,,,,,,,,,O,,,,,,,,,,,,27281000.0,,,,,,,,,,,,,,,,,,,,,
2025-06-30,-208740.0,0.21,260272000.0,-994000.0,-994000.0,106021000.0,94336000.0,113458000.0,259278000.0,159743000.0,-50046000.0,51394000.0,1348000.0,106806260.0,106021000.0,235218000.0,,181955000.0,181059762.0,0.56,0.566708,102608000.0,102608000.0,106021000.0,-2328000.0,108349000.0,,108349000.0,,,108349000.0,12765000.0,,-1262000.0,,,268000.0,-50046000.0,51394000.0,1348000.0,145630000.0,126959000.0,,25480000.0,25480000.0,25480000.0,,272589000.0,108259000.0,380848000.0,380848000.0,REG,,99535000.0,99535000.0,,,,,1944000.0,,,,1262000.0,,,,,,13759000.0,,,3413000.0,,,,,,,,,,,,
2025-03-31,-186060.0,0.21,258644000.0,-886000.0,-886000.0,109587000.0,90559000.0,121034000.0,257758000.0,160984000.0,-47787000.0,49131000.0,1344000.0,110286940.0,109587000.0,234881000.0,,181813000.0,181525936.0,0.58,0.584897,106174000.0,106174000.0,109587000.0,-2266000.0,111853000.0,,111853000.0,,,111853000.0,13609000.0,,0.0,,,-886000.0,-47787000.0,49131000.0,1344000.0,146031000.0,120062000.0,,21600000.0,21600000.0,21600000.0,,266093000.0,114819000.0,380912000.0,380912000.0,REG,,96774000.0,96774000.0,,,,,1688000.0,,,,,,,,,,14495000.0,,,3413000.0,,,,,,,,,,,,
2024-12-31,-2632560.0,0.21,244642000.0,-12536000.0,-12536000.0,86477000.0,89888000.0,119614000.0,232106000.0,136900000.0,-46826000.0,48223000.0,1397000.0,96380440.0,86477000.0,237028000.0,,181803000.0,180882203.0,0.459227,0.459227,83066000.0,83066000.0,86477000.0,-2200000.0,88677000.0,,88677000.0,,,88677000.0,-5000.0,,-14304000.0,,,1768000.0,-46826000.0,48223000.0,1397000.0,135508000.0,122732000.0,,26022000.0,26022000.0,26022000.0,,258240000.0,114296000.0,372536000.0,372536000.0,REG,,95206000.0,95206000.0,,,,0.0,1504000.0,,,,,,,,,,12531000.0,,,3411000.0,,,,,,,,,,,,
2024-09-30,2622270.0,0.21,240413000.0,12487000.0,12487000.0,101469000.0,95765000.0,111396000.0,252900000.0,151945000.0,-46777000.0,48369000.0,1592000.0,91604270.0,101469000.0,235888000.0,,182872000.0,181502569.0,0.54,0.540246,98056000.0,98056000.0,101469000.0,-2107000.0,103576000.0,,103576000.0,,,103576000.0,25975000.0,,0.0,,,12487000.0,-46777000.0,48369000.0,1592000.0,124378000.0,129682000.0,,25073000.0,25073000.0,25073000.0,,254060000.0,106206000.0,360266000.0,360266000.0,REG,,100955000.0,100955000.0,,,,,3654000.0,,,,,,,,,,13488000.0,,,3413000.0,,,,,,,,,,,,
2024-06-30,2443560.0,0.21,241309000.0,11636000.0,11636000.0,102668000.0,94062000.0,111875000.0,252945000.0,151977000.0,-43030000.0,47048000.0,4018000.0,93475560.0,102668000.0,233241000.0,,183868000.0,181493494.0,0.54,0.546879,99255000.0,99255000.0,102668000.0,-2261000.0,104929000.0,,104929000.0,,,104929000.0,23950000.0,,0.0,,,11636000.0,-43030000.0,47048000.0,4018000.0,124009000.0,128272000.0,,24238000.0,24238000.0,24238000.0,,252281000.0,104969000.0,357250000.0,357250000.0,REG,,100968000.0,100968000.0,,,,,3066000.0,,,,,,,,,,12314000.0,,,3413000.0,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,,,,,,,180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,20905761.506552,0.08369,1407600000.0,249800000.0,249800000.0,1391600000.0,135100000.0,530200000.0,1657400000.0,1522300000.0,171200000.0,3600000.0,174800000.0,1162705761.506552,1391600000.0,2596100000.0,1079500000.0,108600000.0,105100000.0,12.81,13.24,1391600000.0,1391600000.0,1391600000.0,,1391600000.0,,1391600000.0,,127100000.0,1518700000.0,268000000.0,18200000.0,,,,249800000.0,171200000.0,3600000.0,174800000.0,1079500000.0,2065900000.0,1431700000.0,634200000.0,,,,3145400000.0,530200000.0,3675600000.0,3491700000.0,REGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,14808200.0,0.106,900900000.0,139700000.0,139700000.0,808700000.0,126900000.0,464300000.0,1040600000.0,913700000.0,164800000.0,8700000.0,173500000.0,683808200.0,808700000.0,2437000000.0,591700000.0,111200000.0,106700000.0,7.27,7.58,808700000.0,808700000.0,808700000.0,,808700000.0,,808700000.0,,96300000.0,905000000.0,148500000.0,8800000.0,,,,139700000.0,164800000.0,8700000.0,173500000.0,591700000.0,1972700000.0,1339700000.0,633000000.0,,,,2564400000.0,464300000.0,3028700000.0,2946800000.0,REGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,-9006826.009811,0.042167,1308600000.0,-213600000.0,-213600000.0,917700000.0,126400000.0,565400000.0,1095000000.0,968600000.0,172600000.0,10500000.0,183100000.0,1122293173.990189,917700000.0,2799000000.0,990200000.0,113800000.0,107600000.0,8.06,8.53,917700000.0,917700000.0,917700000.0,,917700000.0,,917700000.0,,40400000.0,958100000.0,-204700000.0,8900000.0,-13800000.0,,,-213600000.0,172600000.0,10500000.0,183100000.0,990200000.0,2233600000.0,1425900000.0,792200000.0,,,,3223800000.0,565400000.0,3789200000.0,3609800000.0,REGN,,,,,,,13800000.0,15500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,13719000.0,0.102,1494000000.0,134500000.0,134500000.0,1340600000.0,121700000.0,491100000.0,1628500000.0,1506800000.0,173600000.0,13800000.0,187400000.0,1219819000.0,1340600000.0,2541200000.0,1179500000.0,116200000.0,108100000.0,11.54,12.4,1340600000.0,1340600000.0,1340600000.0,,1340600000.0,,1340600000.0,,152400000.0,1493000000.0,139900000.0,5400000.0,-56200000.0,,,134500000.0,173600000.0,13800000.0,187400000.0,1179500000.0,2050100000.0,1327700000.0,714400000.0,,,,3229600000.0,491100000.0,3720700000.0,3606500000.0,REGN,,,,,,,56200000.0,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,47203181.62275,0.120263,1371100000.0,392500000.0,392500000.0,1432300000.0,120700000.0,480200000.0,1763600000.0,1642900000.0,164600000.0,14800000.0,179400000.0,1087003181.62275,1432300000.0,2477500000.0,1069600000.0,115400000.0,108100000.0,12.41,13.25,1432300000.0,1432300000.0,1432300000.0,,1432300000.0,,1432300000.0,,195800000.0,1628100000.0,393900000.0,1400000.0,-23900000.0,,,392500000.0,164600000.0,14800000.0,179400000.0,1069600000.0,1997300000.0,1223900000.0,758800000.0,,,,3066900000.0,480200000.0,3547100000.0,3442600000.0,REGN,,,,,,,23900000.0,14600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7100000.0,,7100000.0,,,,,,,,,,,,,,,,REGN,,,,,,,7100000.0,15300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30000000.0,,30000000.0,,,,,,,,,,,,,,,,REGN,,,,,,,30000000.0,-500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.203,,0.0,0.0,563000000.0,19000000.0,,,,1259000000.0,525000000.0,1784000000.0,563000000.0,563000000.0,,,900000000.0,898000000.0,0.59,0.59,534000000.0,534000000.0,563000000.0,,563000000.0,,563000000.0,,143000000.0,706000000.0,,,0.0,,0.0,-1000000.0,,,,,,,704000000.0,678000000.0,,658000000.0,,,1905000000.0,1905000000.0,RF,,,,,,,,,,26000000.0,,,,,,,,,,,29000000.0,,,28000000.0,165000000.0,,,176000000.0,20000000.0,,,,
2025-03-31,0.0,0.211,,0.0,0.0,490000000.0,22000000.0,,,,1194000000.0,531000000.0,1725000000.0,490000000.0,490000000.0,,,910000000.0,906000000.0,0.51,0.51,465000000.0,465000000.0,490000000.0,,490000000.0,,490000000.0,,131000000.0,621000000.0,,,0.0,,0.0,-25000000.0,,,,,,,675000000.0,645000000.0,,625000000.0,,,1784000000.0,1784000000.0,RF,,,,,,,,,,30000000.0,,,,,,,,,,,25000000.0,,,23000000.0,172000000.0,,,169000000.0,20000000.0,,,,
2024-12-31,-20593607.305936,0.187215,,-110000000.0,-110000000.0,534000000.0,21000000.0,,,,1230000000.0,572000000.0,1802000000.0,623406392.694064,534000000.0,,,915000000.0,911000000.0,0.56,0.56,508000000.0,508000000.0,534000000.0,,534000000.0,,534000000.0,,123000000.0,657000000.0,,,-110000000.0,,1000000.0,-30000000.0,,,,,,,556000000.0,528000000.0,,617000000.0,,,1815000000.0,1815000000.0,RF,,,,,,,,,,28000000.0,,,,,,,,,,,26000000.0,,,20000000.0,181000000.0,,,171000000.0,-89000000.0,,,,
2024-09-30,0.0,0.194,,0.0,0.0,490000000.0,34000000.0,,,,1218000000.0,602000000.0,1820000000.0,490000000.0,490000000.0,,,918000000.0,914000000.0,0.49,0.49,446000000.0,446000000.0,490000000.0,,490000000.0,,490000000.0,,118000000.0,608000000.0,,,0.0,,0.0,-78000000.0,,,,,,,690000000.0,662000000.0,,645000000.0,,,1790000000.0,1790000000.0,RF,,,,,,,,,,28000000.0,,,,,,,,,,,44000000.0,,,21000000.0,188000000.0,,,170000000.0,17000000.0,,,,
2024-06-30,-198000.0,0.198,,-1000000.0,-1000000.0,501000000.0,41000000.0,,,,1186000000.0,576000000.0,1762000000.0,501802000.0,501000000.0,,,918000000.0,917000000.0,0.52,0.52,477000000.0,477000000.0,501000000.0,,501000000.0,,501000000.0,,124000000.0,625000000.0,,,-1000000.0,,1000000.0,-50000000.0,,,,,,,665000000.0,638000000.0,,609000000.0,,,1731000000.0,1731000000.0,RF,,,,,,,,,,27000000.0,,,,,,,,,,,24000000.0,,,25000000.0,145000000.0,,,168000000.0,29000000.0,,,,
2025-06-30,-2124000.0,0.236,1366000000.0,-9000000.0,-9000000.0,550000000.0,492000000.0,2420000000.0,1357000000.0,865000000.0,-143000000.0,145000000.0,2000000.0,556876000.0,550000000.0,3365000000.0,861000000.0,313400000.0,313100000.0,1.75,1.76,550000000.0,550000000.0,550000000.0,0.0,550000000.0,,550000000.0,,170000000.0,720000000.0,-7000000.0,4000000.0,-9000000.0,-3000000.0,6000000.0,,-143000000.0,145000000.0,2000000.0,870000000.0,916000000.0,,417000000.0,417000000.0,137000000.0,280000000.0,1786000000.0,2449000000.0,4235000000.0,4021000000.0,RSG,,463000000.0,313000000.0,48000000.0,48000000.0,,,28000000.0,,,,,8000000.0,,,,,-2000000.0,,265000000.0,,,,,,,,,,,,,150000000.0
2025-03-31,-512000.0,0.256,1269000000.0,-2000000.0,-2000000.0,495000000.0,462000000.0,2285000000.0,1267000000.0,805000000.0,-138000000.0,140000000.0,2000000.0,496488000.0,495000000.0,3202000000.0,804000000.0,313300000.0,313000000.0,1.58,1.58,495000000.0,495000000.0,495000000.0,0.0,495000000.0,,495000000.0,,170000000.0,665000000.0,-3000000.0,11000000.0,-2000000.0,2000000.0,4000000.0,,-138000000.0,140000000.0,2000000.0,807000000.0,888000000.0,,417000000.0,417000000.0,124000000.0,293000000.0,1695000000.0,2314000000.0,4009000000.0,3909000000.0,RSG,,433000000.0,305000000.0,45000000.0,45000000.0,,,28000000.0,,,,,10000000.0,,,,,-12000000.0,,260000000.0,,,,,,,,,,,,,128000000.0
2024-12-31,-333696.264314,0.03792,1144400000.0,-8800000.0,-8800000.0,512000000.0,469700000.0,2290400000.0,1135600000.0,665900000.0,-131600000.0,133200000.0,1600000.0,520466303.735686,512000000.0,3233400000.0,803400000.0,313800000.0,313400000.0,1.63,1.63,512000000.0,512000000.0,512000000.0,-500000.0,512500000.0,,512500000.0,,20200000.0,532700000.0,-148300000.0,-500000.0,-8800000.0,100000.0,9300000.0,,-131600000.0,133200000.0,1600000.0,812600000.0,916100000.0,,439300000.0,439300000.0,144400000.0,294900000.0,1728700000.0,2317300000.0,4046000000.0,3545400000.0,RSG,,442800000.0,307300000.0,48000000.0,48000000.0,,-400000.0,26900000.0,,,,,7100000.0,,,,,-139000000.0,,259300000.0,,,,,,,,,,,,,135500000.0
2024-09-30,-1387500.0,0.125,1245100000.0,-11100000.0,-11100000.0,565700000.0,449300000.0,2339600000.0,1234000000.0,784700000.0,-133900000.0,138200000.0,4300000.0,575412500.0,565700000.0,3221600000.0,845900000.0,314400000.0,314000000.0,1.8,1.8,565700000.0,565700000.0,565700000.0,-200000.0,565900000.0,,565900000.0,,80600000.0,646500000.0,-74200000.0,10300000.0,-11100000.0,-500000.0,8200000.0,,-133900000.0,138200000.0,4300000.0,854600000.0,854700000.0,,406000000.0,406000000.0,127500000.0,278500000.0,1709300000.0,2366900000.0,4076200000.0,3978500000.0,RSG,,422000000.0,294400000.0,39500000.0,39500000.0,,2400000.0,26700000.0,,,,,0.0,,,,,-73400000.0,,254900000.0,,,,,,,,,,,,,127600000.0
2024-06-30,-868000.0,0.217,1225000000.0,-4000000.0,-4000000.0,512000000.0,439000000.0,2357000000.0,1221000000.0,782000000.0,-127000000.0,128000000.0,1000000.0,515132000.0,512000000.0,3230000000.0,814000000.0,315200000.0,314900000.0,1.62,1.62,512000000.0,512000000.0,512000000.0,0.0,512000000.0,,512000000.0,,142000000.0,654000000.0,-37000000.0,1000000.0,-4000000.0,2000000.0,6000000.0,,-127000000.0,128000000.0,1000000.0,818000000.0,847000000.0,,395000000.0,395000000.0,119000000.0,276000000.0,1665000000.0,2383000000.0,4048000000.0,3844000000.0,RSG,,413000000.0,282000000.0,38000000.0,38000000.0,,,27000000.0,,,,,12000000.0,,,,,-34000000.0,,244000000.0,,,,,,,,,,,,,131000000.0
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSG,,,,,,,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,-347393.834338,0.171046,532890000.0,-2031000.0,-2031000.0,379705000.0,74288000.0,465565000.0,530859000.0,456571000.0,5757000.0,,,381388606.165662,379705000.0,891422000.0,454540000.0,147037000.0,146472000.0,2.58,2.59,379705000.0,379705000.0,379705000.0,,379705000.0,,379705000.0,,78348000.0,458053000.0,-4275000.0,-979000.0,-2031000.0,,2031000.0,,5757000.0,,,456571000.0,363497000.0,86444000.0,265125000.0,,,,820068000.0,527925000.0,1347993000.0,1347993000.0,RMD,,11928000.0,11928000.0,11928000.0,11928000.0,,,,,,,,,,,,,-1265000.0,-5757000.0,,,,,,,,,,,,,,
2025-03-31,0.0,0.126,478179000.0,0.0,0.0,365041000.0,51911000.0,484311000.0,478179000.0,426268000.0,793000.0,,,365041000.0,365041000.0,865468000.0,426268000.0,147220000.0,146719000.0,2.48,2.49,365041000.0,365041000.0,365041000.0,,365041000.0,,365041000.0,,52652000.0,417693000.0,-9368000.0,-4056000.0,0.0,,0.0,,793000.0,,,426268000.0,340141000.0,83944000.0,245302000.0,,,,766409000.0,525327000.0,1291736000.0,1291736000.0,RMD,,10895000.0,10895000.0,10895000.0,10895000.0,,,,,,,,,,,,,-5312000.0,-793000.0,,,,,,,,,,,,,,
2024-12-31,0.0,0.176,473145000.0,0.0,0.0,344622000.0,55902000.0,485959000.0,473145000.0,417243000.0,-775000.0,,,344622000.0,344622000.0,864846000.0,417243000.0,147481000.0,146810000.0,2.34,2.35,344622000.0,344622000.0,344622000.0,,344622000.0,,344622000.0,,73700000.0,418322000.0,1854000.0,2216000.0,0.0,,0.0,-1439000.0,-775000.0,,,417243000.0,334032000.0,81372000.0,241613000.0,,,,751275000.0,530814000.0,1282089000.0,1282089000.0,RMD,,11047000.0,11047000.0,11047000.0,11047000.0,,,,,,,,,,,,,-362000.0,775000.0,,,,,,,,,,,,,,
2024-09-30,0.0,0.188,441022000.0,-680000.0,-680000.0,311355000.0,53710000.0,464984000.0,441022000.0,387312000.0,-1661000.0,,,311355000.0,311355000.0,837197000.0,387312000.0,147599000.0,146861000.0,2.11,2.12,311355000.0,311355000.0,311355000.0,,311355000.0,,311355000.0,,72142000.0,383497000.0,-2154000.0,-2437000.0,,,,-680000.0,-1661000.0,,,387312000.0,329907000.0,79524000.0,238979000.0,,,,717219000.0,507290000.0,1224509000.0,1224509000.0,RMD,,11404000.0,11404000.0,11404000.0,11404000.0,,,,,,,,,,,,,283000.0,1661000.0,,,,,,,,,,,,,,
2024-06-30,0.0,0.183087,362356000.0,0.0,0.0,292236000.0,54755000.0,464175000.0,362356000.0,307601000.0,-5921000.0,,,292236000.0,292236000.0,841979000.0,381216000.0,147533000.0,146915000.0,1.98,1.99,292236000.0,292236000.0,292236000.0,,292236000.0,,292236000.0,,65496000.0,357732000.0,-17563000.0,-2957000.0,0.0,,0.0,,-5921000.0,,,381216000.0,334311000.0,80861000.0,242188000.0,,,,715527000.0,507668000.0,1223195000.0,1223195000.0,RMD,,11262000.0,11262000.0,11262000.0,11262000.0,,,,,,,,,,,,,-14606000.0,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,RMD,,,,,,,,,,,,,,,,,,,11026000.0,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1888000.0,,,,,,,,,,,,,,,RMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,-1141308.0,0.196,200188000.0,-5823000.0,-5823000.0,55222000.0,102778000.0,327728000.0,194365000.0,91587000.0,-14592000.0,22937000.0,8345000.0,59903692.0,53948000.0,631219000.0,90760000.0,117538000.0,116331000.0,0.46,0.463746,53948000.0,53948000.0,53948000.0,,53948000.0,-1274000.0,55222000.0,,13428000.0,68650000.0,-5823000.0,,,,,-5823000.0,-14592000.0,22937000.0,8345000.0,89065000.0,303491000.0,53270000.0,250221000.0,250221000.0,248526000.0,1695000.0,392556000.0,327728000.0,720284000.0,720284000.0,RVTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,-36490.0,0.205,172946000.0,-178000.0,-178000.0,41669000.0,97422000.0,289216000.0,172768000.0,75346000.0,-12883000.0,22964000.0,10081000.0,41810510.0,42237000.0,592532000.0,72230000.0,120233000.0,119409000.0,0.35,0.353717,42237000.0,42237000.0,42237000.0,,42237000.0,568000.0,41669000.0,,10713000.0,52382000.0,-6965000.0,-6787000.0,,,,-178000.0,-12883000.0,22964000.0,10081000.0,72230000.0,303316000.0,53597000.0,249719000.0,249719000.0,249719000.0,,375546000.0,289216000.0,664762000.0,664762000.0,RVTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,-555670.329322,0.065304,230881000.0,-8509000.0,-8509000.0,88383000.0,105033000.0,317082000.0,222372000.0,117339000.0,-12953000.0,22781000.0,9828000.0,96336329.670678,94645000.0,604844000.0,118750000.0,121581000.0,120646000.0,0.78,0.784485,94645000.0,94645000.0,94645000.0,,94645000.0,6262000.0,88383000.0,,6175000.0,94558000.0,-17017000.0,,,,,-8509000.0,-12953000.0,22781000.0,9828000.0,124528000.0,287762000.0,49208000.0,238554000.0,,,,412290000.0,317082000.0,729372000.0,729372000.0,RVTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,398889.0,0.069,226629000.0,5781000.0,5781000.0,93386000.0,107670000.0,299233000.0,232410000.0,124740000.0,-1619000.0,24383000.0,22764000.0,88003889.0,94367000.0,587854000.0,98151000.0,123026000.0,122091000.0,0.77,0.772923,94367000.0,94367000.0,94367000.0,,94367000.0,981000.0,93386000.0,,6971000.0,100357000.0,5781000.0,,,,,5781000.0,-1619000.0,24383000.0,22764000.0,96195000.0,288621000.0,49144000.0,239477000.0,239477000.0,237521000.0,1956000.0,384816000.0,299233000.0,684049000.0,684049000.0,RVTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
